"LL"	"Param"	"AICc"	"AIC"	"Slope"	"R2"	"Null"	"File"	"Variable_Size"	"Species"	"Model"	"cluster"	"shade"	"Phyl"	"Lhab"	"Origin"
-1345.857	15	2723.697	2721.714	0.9999581	0.192242	NA	"./Results/Model_Fits/VOL_LADEModel.08a.txt"	"VOL"	"LADE"	"Model.08a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1345.837	15	2723.657	2721.673	1.007485	0.1922735	NA	"./Results/Model_Fits/VOL_LADEModel.08b.txt"	"VOL"	"LADE"	"Model.08b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1359.246	14	2748.221	2746.493	0.9981345	0.1712289	NA	"./Results/Model_Fits/VOL_LADEModel.08c.txt"	"VOL"	"LADE"	"Model.08c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1351.166	11	2725.404	2724.331	1.004657	0.1839104	NA	"./Results/Model_Fits/VOL_LADEModel.09a.txt"	"VOL"	"LADE"	"Model.09a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1350.992	11	2725.058	2723.985	1.001179	0.1841825	NA	"./Results/Model_Fits/VOL_LADEModel.09b.txt"	"VOL"	"LADE"	"Model.09b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1362.29	10	2745.471	2744.58	0.9996675	0.1664523	NA	"./Results/Model_Fits/VOL_LADEModel.09c.txt"	"VOL"	"LADE"	"Model.09c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1351.001	13	2729.493	2728.002	1.001176	0.1841691	NA	"./Results/Model_Fits/VOL_LADEModel.10a.txt"	"VOL"	"LADE"	"Model.10a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1351.096	13	2729.684	2728.192	0.9975068	0.1840194	NA	"./Results/Model_Fits/VOL_LADEModel.10b.txt"	"VOL"	"LADE"	"Model.10b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1361.48	12	2748.233	2746.96	1.009197	0.1678462	NA	"./Results/Model_Fits/VOL_LADEModel.10c.txt"	"VOL"	"LADE"	"Model.10c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1360.514	12	2746.301	2745.028	0.9977497	0.1692395	NA	"./Results/Model_Fits/VOL_LADEModel.11a.txt"	"VOL"	"LADE"	"Model.11a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1357.368	12	2740.008	2738.735	1.007847	0.1741775	NA	"./Results/Model_Fits/VOL_LADEModel.11b.txt"	"VOL"	"LADE"	"Model.11b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1363.243	11	2749.558	2748.485	0.9990214	0.1649574	NA	"./Results/Model_Fits/VOL_LADEModel.11c.txt"	"VOL"	"LADE"	"Model.11c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1345.832	16	2725.92	2723.663	1.000236	0.1922816	NA	"./Results/Model_Fits/VOL_LADEModel.12a.txt"	"VOL"	"LADE"	"Model.12a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1345.001	16	2724.26	2722.003	1.003425	0.1935846	NA	"./Results/Model_Fits/VOL_LADEModel.12b.txt"	"VOL"	"LADE"	"Model.12b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1359.287	14	2748.303	2746.574	1.003519	0.1711649	NA	"./Results/Model_Fits/VOL_LADEModel.12c.txt"	"VOL"	"LADE"	"Model.12c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1345.058	16	2724.373	2722.115	1.006448	0.193496	NA	"./Results/Model_Fits/VOL_LADEModel.13a.txt"	"VOL"	"LADE"	"Model.13a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1345.528	16	2725.314	2723.057	1.0002	0.1927574	NA	"./Results/Model_Fits/VOL_LADEModel.13b.txt"	"VOL"	"LADE"	"Model.13b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1356.413	14	2742.555	2740.827	1.00463	0.1756749	NA	"./Results/Model_Fits/VOL_LADEModel.13c.txt"	"VOL"	"LADE"	"Model.13c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1347.248	16	2728.752	2726.495	1.001192	0.1900594	NA	"./Results/Model_Fits/VOL_LADEModel.14a.txt"	"VOL"	"LADE"	"Model.14a"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1345.809	16	2725.875	2723.617	0.9985734	0.1923176	NA	"./Results/Model_Fits/VOL_LADEModel.14b.txt"	"VOL"	"LADE"	"Model.14b"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-1357.642	14	2745.012	2743.284	1.002905	0.1737468	NA	"./Results/Model_Fits/VOL_LADEModel.14c.txt"	"VOL"	"LADE"	"Model.14c"	"cluster2"	"shade3"	"Gym"	"D"	"E"
-8017.204	2	16038.42	16038.41	506.2281	-3.562262	NA	"./Results/Model_Fits/VOL_LALAModel.01a.txt"	"VOL"	"LALA"	"Model.01a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3897.87	4	7803.787	7803.739	0.9869159	-0.01945086	NA	"./Results/Model_Fits/VOL_LALAModel.02a.txt"	"VOL"	"LALA"	"Model.02a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3782.627	8	7581.426	7581.253	1.000024	0.0796631	NA	"./Results/Model_Fits/VOL_LALAModel.03a.txt"	"VOL"	"LALA"	"Model.03a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3783.02	9	7584.256	7584.039	1.003689	0.07932517	NA	"./Results/Model_Fits/VOL_LALAModel.04a.txt"	"VOL"	"LALA"	"Model.04a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3747.854	10	7515.973	7515.708	1.001577	0.1095692	NA	"./Results/Model_Fits/VOL_LALAModel.05a.txt"	"VOL"	"LALA"	"Model.05a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3717.55	10	7455.366	7455.101	0.9984334	0.1356315	NA	"./Results/Model_Fits/VOL_LALAModel.06a.txt"	"VOL"	"LALA"	"Model.06a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3753.756	10	7527.777	7527.512	1.00082	0.104493	NA	"./Results/Model_Fits/VOL_LALAModel.07a.txt"	"VOL"	"LALA"	"Model.07a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3504.591	24	7058.651	7057.182	0.9991051	0.318786	NA	"./Results/Model_Fits/VOL_LALAModel.08a.txt"	"VOL"	"LALA"	"Model.08a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3507.287	24	7064.042	7062.573	1.002344	0.3164679	NA	"./Results/Model_Fits/VOL_LALAModel.08b.txt"	"VOL"	"LALA"	"Model.08b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3521.092	23	7089.534	7088.184	1.000143	0.3045944	NA	"./Results/Model_Fits/VOL_LALAModel.08c.txt"	"VOL"	"LALA"	"Model.08c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3712.328	11	7446.975	7446.657	1.002306	0.1401228	NA	"./Results/Model_Fits/VOL_LALAModel.09a.txt"	"VOL"	"LALA"	"Model.09a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3712.301	11	7446.92	7446.602	1.001773	0.140148	NA	"./Results/Model_Fits/VOL_LALAModel.09b.txt"	"VOL"	"LALA"	"Model.09b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3714.148	10	7448.56	7448.295	0.9998123	0.1385582	NA	"./Results/Model_Fits/VOL_LALAModel.09c.txt"	"VOL"	"LALA"	"Model.09c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3620.598	13	7267.636	7267.197	0.9988081	0.2190146	NA	"./Results/Model_Fits/VOL_LALAModel.10a.txt"	"VOL"	"LALA"	"Model.10a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3621.085	13	7268.609	7268.17	0.9999661	0.2185969	NA	"./Results/Model_Fits/VOL_LALAModel.10b.txt"	"VOL"	"LALA"	"Model.10b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3620.503	12	7265.383	7265.007	1.000432	0.2190964	NA	"./Results/Model_Fits/VOL_LALAModel.10c.txt"	"VOL"	"LALA"	"Model.10c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3700.136	12	7424.648	7424.271	1.000378	0.150609	NA	"./Results/Model_Fits/VOL_LALAModel.11a.txt"	"VOL"	"LALA"	"Model.11a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3700.023	12	7424.422	7424.046	1.00019	0.1507061	NA	"./Results/Model_Fits/VOL_LALAModel.11b.txt"	"VOL"	"LALA"	"Model.11b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3703.499	11	7429.316	7428.998	1.001603	0.1477166	NA	"./Results/Model_Fits/VOL_LALAModel.11c.txt"	"VOL"	"LALA"	"Model.11c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3506.176	25	7063.945	7062.352	0.9999426	0.3174231	NA	"./Results/Model_Fits/VOL_LALAModel.12a.txt"	"VOL"	"LALA"	"Model.12a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3508.237	25	7068.067	7066.474	0.9994445	0.3156505	NA	"./Results/Model_Fits/VOL_LALAModel.12b.txt"	"VOL"	"LALA"	"Model.12b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3511.718	23	7070.785	7069.435	0.9977682	0.312657	NA	"./Results/Model_Fits/VOL_LALAModel.12c.txt"	"VOL"	"LALA"	"Model.12c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3506.444	25	7064.48	7062.887	0.9987144	0.3171928	NA	"./Results/Model_Fits/VOL_LALAModel.13a.txt"	"VOL"	"LALA"	"Model.13a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3506.184	25	7063.96	7062.367	0.9992905	0.3174165	NA	"./Results/Model_Fits/VOL_LALAModel.13b.txt"	"VOL"	"LALA"	"Model.13b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3509.113	23	7065.577	7064.227	0.9944408	0.3148966	NA	"./Results/Model_Fits/VOL_LALAModel.13c.txt"	"VOL"	"LALA"	"Model.13c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3502.964	25	7057.522	7055.929	0.9992284	0.320185	NA	"./Results/Model_Fits/VOL_LALAModel.14a.txt"	"VOL"	"LALA"	"Model.14a"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3501.017	25	7053.626	7052.033	0.9969823	0.3218604	NA	"./Results/Model_Fits/VOL_LALAModel.14b.txt"	"VOL"	"LALA"	"Model.14b"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-3509.436	23	7066.221	7064.871	1.001375	0.3146475	NA	"./Results/Model_Fits/VOL_LALAModel.14c.txt"	"VOL"	"LALA"	"Model.14c"	"cluster2"	"shade3"	"Gym"	"D"	"N"
-2479.024	2	4962.074	4962.047	283.6542	-4.13262	NA	"./Results/Model_Fits/VOL_PIABModel.01a.txt"	"VOL"	"PIAB"	"Model.01a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1664.163	4	3336.414	3336.326	0.9915133	0.0478397	NA	"./Results/Model_Fits/VOL_PIABModel.02a.txt"	"VOL"	"PIAB"	"Model.02a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1660.018	8	3336.354	3336.036	1.001989	0.06499304	NA	"./Results/Model_Fits/VOL_PIABModel.03a.txt"	"VOL"	"PIAB"	"Model.03a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1655.559	9	3329.517	3329.118	1.003968	0.08277352	NA	"./Results/Model_Fits/VOL_PIABModel.04a.txt"	"VOL"	"PIAB"	"Model.04a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1586.189	10	3192.868	3192.379	0.9992869	0.3212273	NA	"./Results/Model_Fits/VOL_PIABModel.05a.txt"	"VOL"	"PIAB"	"Model.05a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1575.001	10	3170.491	3170.002	0.9980586	0.3533829	NA	"./Results/Model_Fits/VOL_PIABModel.06a.txt"	"VOL"	"PIAB"	"Model.06a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1574.628	10	3169.745	3169.257	0.9966332	0.3543627	NA	"./Results/Model_Fits/VOL_PIABModel.07a.txt"	"VOL"	"PIAB"	"Model.07a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1517.141	20	3076.19	3074.281	0.9937846	0.4968549	NA	"./Results/Model_Fits/VOL_PIABModel.08a.txt"	"VOL"	"PIAB"	"Model.08a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1520.575	20	3083.06	3081.151	0.9861428	0.4896727	NA	"./Results/Model_Fits/VOL_PIABModel.08b.txt"	"VOL"	"PIAB"	"Model.08b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1517.844	19	3075.411	3073.688	0.994934	0.4953544	NA	"./Results/Model_Fits/VOL_PIABModel.08c.txt"	"VOL"	"PIAB"	"Model.08c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1589.213	11	3201.014	3200.426	1.000808	0.3124757	NA	"./Results/Model_Fits/VOL_PIABModel.09a.txt"	"VOL"	"PIAB"	"Model.09a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1589.751	11	3202.09	3201.502	1.00781	0.3105442	NA	"./Results/Model_Fits/VOL_PIABModel.09b.txt"	"VOL"	"PIAB"	"Model.09b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1592.792	10	3206.072	3205.583	0.996149	0.3014665	NA	"./Results/Model_Fits/VOL_PIABModel.09c.txt"	"VOL"	"PIAB"	"Model.09c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1513.42	13	3053.655	3052.84	1.003091	0.5051476	NA	"./Results/Model_Fits/VOL_PIABModel.10a.txt"	"VOL"	"PIAB"	"Model.10a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1513.319	13	3053.452	3052.638	0.9981135	0.505129	NA	"./Results/Model_Fits/VOL_PIABModel.10b.txt"	"VOL"	"PIAB"	"Model.10b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1513.556	12	3051.809	3051.112	0.995657	0.5046406	NA	"./Results/Model_Fits/VOL_PIABModel.10c.txt"	"VOL"	"PIAB"	"Model.10c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1591.269	12	3207.235	3206.538	1.005872	0.306418	NA	"./Results/Model_Fits/VOL_PIABModel.11a.txt"	"VOL"	"PIAB"	"Model.11a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1584.623	12	3193.942	3193.245	0.9845513	0.3258174	NA	"./Results/Model_Fits/VOL_PIABModel.11b.txt"	"VOL"	"PIAB"	"Model.11b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1598.084	11	3218.755	3218.167	0.992704	0.2851934	NA	"./Results/Model_Fits/VOL_PIABModel.11c.txt"	"VOL"	"PIAB"	"Model.11c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1518.652	21	3081.41	3079.305	0.9938818	0.4938701	NA	"./Results/Model_Fits/VOL_PIABModel.12a.txt"	"VOL"	"PIAB"	"Model.12a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1519.633	21	3083.372	3081.267	1.001339	0.491377	NA	"./Results/Model_Fits/VOL_PIABModel.12b.txt"	"VOL"	"PIAB"	"Model.12b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1517.665	19	3075.054	3073.331	1.000816	0.4957988	NA	"./Results/Model_Fits/VOL_PIABModel.12c.txt"	"VOL"	"PIAB"	"Model.12c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1517.468	21	3079.041	3076.937	0.9947135	0.4967744	NA	"./Results/Model_Fits/VOL_PIABModel.13a.txt"	"VOL"	"PIAB"	"Model.13a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1517.017	21	3078.139	3076.034	0.9985	0.4974442	NA	"./Results/Model_Fits/VOL_PIABModel.13b.txt"	"VOL"	"PIAB"	"Model.13b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1517.414	19	3074.55	3072.827	0.990094	0.4968641	NA	"./Results/Model_Fits/VOL_PIABModel.13c.txt"	"VOL"	"PIAB"	"Model.13c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1518.814	21	3081.732	3079.627	0.9948468	0.4934174	NA	"./Results/Model_Fits/VOL_PIABModel.14a.txt"	"VOL"	"PIAB"	"Model.14a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1521.902	21	3087.909	3085.804	0.9891499	0.4864469	NA	"./Results/Model_Fits/VOL_PIABModel.14b.txt"	"VOL"	"PIAB"	"Model.14b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1517.464	19	3074.651	3072.928	1.000704	0.4961444	NA	"./Results/Model_Fits/VOL_PIABModel.14c.txt"	"VOL"	"PIAB"	"Model.14c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-4968.477	2	9940.966	9940.954	600.6104	-4.15442	NA	"./Results/Model_Fits/VOL_PIGLModel.01a.txt"	"VOL"	"PIGL"	"Model.01a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3571.545	4	7151.132	7151.091	0.9741029	-0.1951056	NA	"./Results/Model_Fits/VOL_PIGLModel.02a.txt"	"VOL"	"PIGL"	"Model.02a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3478.111	8	6972.371	6972.222	0.9999499	0.01237146	NA	"./Results/Model_Fits/VOL_PIGLModel.03a.txt"	"VOL"	"PIGL"	"Model.03a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3478.144	9	6974.473	6974.288	0.9982351	0.01230462	NA	"./Results/Model_Fits/VOL_PIGLModel.04a.txt"	"VOL"	"PIGL"	"Model.04a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3414.496	10	6849.218	6848.991	0.9990295	0.1326445	NA	"./Results/Model_Fits/VOL_PIGLModel.05a.txt"	"VOL"	"PIGL"	"Model.05a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3313.081	10	6646.388	6646.161	1.001488	0.2950341	NA	"./Results/Model_Fits/VOL_PIGLModel.06a.txt"	"VOL"	"PIGL"	"Model.06a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3329.766	10	6679.758	6679.531	1.002144	0.2704409	NA	"./Results/Model_Fits/VOL_PIGLModel.07a.txt"	"VOL"	"PIGL"	"Model.07a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3185.202	26	6423.878	6422.405	0.9942213	0.4567816	NA	"./Results/Model_Fits/VOL_PIGLModel.08a.txt"	"VOL"	"PIGL"	"Model.08a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3188.857	26	6431.187	6429.714	0.9988419	0.4529737	NA	"./Results/Model_Fits/VOL_PIGLModel.08b.txt"	"VOL"	"PIGL"	"Model.08b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3195.983	25	6443.328	6441.966	0.9867304	0.4450263	NA	"./Results/Model_Fits/VOL_PIGLModel.08c.txt"	"VOL"	"PIGL"	"Model.08c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3360.963	11	6744.198	6743.926	0.9983496	0.2223901	NA	"./Results/Model_Fits/VOL_PIGLModel.09a.txt"	"VOL"	"PIGL"	"Model.09a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3352.344	11	6726.961	6726.688	0.9946493	0.2360035	NA	"./Results/Model_Fits/VOL_PIGLModel.09b.txt"	"VOL"	"PIGL"	"Model.09b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3407.362	10	6834.951	6834.724	0.9903037	0.1451869	NA	"./Results/Model_Fits/VOL_PIGLModel.09c.txt"	"VOL"	"PIGL"	"Model.09c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3263.283	13	6552.942	6552.565	0.9987041	0.3630215	NA	"./Results/Model_Fits/VOL_PIGLModel.10a.txt"	"VOL"	"PIGL"	"Model.10a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3263.233	13	6552.843	6552.467	0.9965077	0.3630744	NA	"./Results/Model_Fits/VOL_PIGLModel.10b.txt"	"VOL"	"PIGL"	"Model.10b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3272.424	12	6569.17	6568.847	0.9914286	0.35096	NA	"./Results/Model_Fits/VOL_PIGLModel.10c.txt"	"VOL"	"PIGL"	"Model.10c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3309.752	12	6643.826	6643.504	0.9989043	0.2996405	NA	"./Results/Model_Fits/VOL_PIGLModel.11a.txt"	"VOL"	"PIGL"	"Model.11a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3309.614	12	6643.552	6643.229	1.002563	0.2997568	NA	"./Results/Model_Fits/VOL_PIGLModel.11b.txt"	"VOL"	"PIGL"	"Model.11b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3325.709	11	6673.691	6673.418	0.9908117	0.2763992	NA	"./Results/Model_Fits/VOL_PIGLModel.11c.txt"	"VOL"	"PIGL"	"Model.11c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3186.471	27	6428.529	6426.941	0.9988666	0.4558397	NA	"./Results/Model_Fits/VOL_PIGLModel.12a.txt"	"VOL"	"PIGL"	"Model.12a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3187.688	27	6430.965	6429.377	0.9999146	0.4540428	NA	"./Results/Model_Fits/VOL_PIGLModel.12b.txt"	"VOL"	"PIGL"	"Model.12b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3194.427	25	6440.216	6438.853	0.9979359	0.4464572	NA	"./Results/Model_Fits/VOL_PIGLModel.12c.txt"	"VOL"	"PIGL"	"Model.12c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3186.738	27	6429.065	6427.477	0.996401	0.4551547	NA	"./Results/Model_Fits/VOL_PIGLModel.13a.txt"	"VOL"	"PIGL"	"Model.13a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3188.368	27	6432.325	6430.736	1.00572	0.4532783	NA	"./Results/Model_Fits/VOL_PIGLModel.13b.txt"	"VOL"	"PIGL"	"Model.13b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3193.046	25	6437.455	6436.092	0.9989487	0.4480498	NA	"./Results/Model_Fits/VOL_PIGLModel.13c.txt"	"VOL"	"PIGL"	"Model.13c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3184.871	27	6425.331	6423.742	1.00074	0.457486	NA	"./Results/Model_Fits/VOL_PIGLModel.14a.txt"	"VOL"	"PIGL"	"Model.14a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3187.484	27	6430.556	6428.968	0.9954383	0.4546399	NA	"./Results/Model_Fits/VOL_PIGLModel.14b.txt"	"VOL"	"PIGL"	"Model.14b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3190.06	25	6431.483	6430.121	0.9906867	0.4513838	NA	"./Results/Model_Fits/VOL_PIGLModel.14c.txt"	"VOL"	"PIGL"	"Model.14c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-1194.397	2	2392.846	2392.794	115.1988	-3.946055	NA	"./Results/Model_Fits/VOL_PIOMModel.01a.txt"	"VOL"	"PIOM"	"Model.01a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-875.9499	4	1760.074	1759.9	0.9254868	-0.3445994	NA	"./Results/Model_Fits/VOL_PIOMModel.02a.txt"	"VOL"	"PIOM"	"Model.02a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-818.7201	8	1654.077	1653.44	0.9952301	0.1737823	NA	"./Results/Model_Fits/VOL_PIOMModel.03a.txt"	"VOL"	"PIOM"	"Model.03a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-822.7082	9	1664.216	1663.416	1.007476	0.1452925	NA	"./Results/Model_Fits/VOL_PIOMModel.04a.txt"	"VOL"	"PIOM"	"Model.04a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-777.6572	10	1576.297	1575.314	1.005642	0.417525	NA	"./Results/Model_Fits/VOL_PIOMModel.05a.txt"	"VOL"	"PIOM"	"Model.05a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-788.0951	10	1597.172	1596.19	1.001894	0.3634743	NA	"./Results/Model_Fits/VOL_PIOMModel.06a.txt"	"VOL"	"PIOM"	"Model.06a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-793.2362	10	1607.455	1606.472	0.9979856	0.3348757	NA	"./Results/Model_Fits/VOL_PIOMModel.07a.txt"	"VOL"	"PIOM"	"Model.07a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-766.0105	15	1564.213	1562.021	0.9963263	0.472568	NA	"./Results/Model_Fits/VOL_PIOMModel.08a.txt"	"VOL"	"PIOM"	"Model.08a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-776.9574	15	1586.107	1583.915	0.9828846	0.4217148	NA	"./Results/Model_Fits/VOL_PIOMModel.08b.txt"	"VOL"	"PIOM"	"Model.08b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-782.8062	14	1595.522	1593.612	0.982513	0.3913728	NA	"./Results/Model_Fits/VOL_PIOMModel.08c.txt"	"VOL"	"PIOM"	"Model.08c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-784.6849	11	1592.554	1591.37	1.005743	0.3816676	NA	"./Results/Model_Fits/VOL_PIOMModel.09a.txt"	"VOL"	"PIOM"	"Model.09a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-784.7352	11	1592.654	1591.47	1.001657	0.3813139	NA	"./Results/Model_Fits/VOL_PIOMModel.09b.txt"	"VOL"	"PIOM"	"Model.09b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-791.4346	10	1603.851	1602.869	0.9861258	0.3452435	NA	"./Results/Model_Fits/VOL_PIOMModel.09c.txt"	"VOL"	"PIOM"	"Model.09c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-778.9044	13	1585.456	1583.809	0.9835598	0.4112937	NA	"./Results/Model_Fits/VOL_PIOMModel.10a.txt"	"VOL"	"PIOM"	"Model.10a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-779.1903	13	1586.028	1584.381	0.9832337	0.4111561	NA	"./Results/Model_Fits/VOL_PIOMModel.10b.txt"	"VOL"	"PIOM"	"Model.10b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-777.7588	12	1580.923	1579.518	0.9935414	0.417011	NA	"./Results/Model_Fits/VOL_PIOMModel.10c.txt"	"VOL"	"PIOM"	"Model.10c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-760.4033	12	1546.212	1544.807	1.010558	0.5005554	NA	"./Results/Model_Fits/VOL_PIOMModel.11a.txt"	"VOL"	"PIOM"	"Model.11a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-759.5972	12	1544.6	1543.194	1.004853	0.5005268	NA	"./Results/Model_Fits/VOL_PIOMModel.11b.txt"	"VOL"	"PIOM"	"Model.11b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-771.3345	11	1565.853	1564.669	0.9888799	0.4481256	NA	"./Results/Model_Fits/VOL_PIOMModel.11c.txt"	"VOL"	"PIOM"	"Model.11c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-763.0881	16	1560.672	1558.176	0.9937617	0.4857309	NA	"./Results/Model_Fits/VOL_PIOMModel.12a.txt"	"VOL"	"PIOM"	"Model.12a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-764.7482	16	1563.992	1561.496	1.004998	0.4787458	NA	"./Results/Model_Fits/VOL_PIOMModel.12b.txt"	"VOL"	"PIOM"	"Model.12b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-782.9451	14	1595.799	1593.89	0.9779011	0.3907729	NA	"./Results/Model_Fits/VOL_PIOMModel.12c.txt"	"VOL"	"PIOM"	"Model.12c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
